	RVIS	missense-Z	pLi	Phi	LofTool	s_het	Blomen KBM7	Wang KBM7	Wang K562	Wang Jiyoye	Wang Raji	Hart HCT116	Hart HeLa	Hart GBM	Hart RPE1	Hart DLD1	Dickinson_EG
ENSG00000243646	26.0104812999999	0.787686779	3.35E-04	0.008968200052357	0.441999999999999	0.025096715	-0.55234657	0.045	0.319	-0.187	-0.026	-32.336	-33.385	0.715	-26.126	-2.312	0
ENSG00000197136	95.831576411	2.62506004	0.488259802	0.999996971803552	0.495	0.020134508	-0.535211268	0.571	1.525	0.094	0.051	-71.854	62.223	-6.65	25.463	0.814	
ENSG00000125633	51.93663032	0.822805322	0.064375261	0.348884221345881	0.247	0.014873563	-0.434250765	0.701	0.888	-0.072	0.058	-82.665	-48.755	12.847	46.426	-13.179	
ENSG00000185013	6.75862899999999	0.145982054	3.45E-05		0.9192		-0.739130435	0.269	0.086	-0.085	-0.208	-155.98	-86.211	-37.592	-43.741	-17.873	
ENSG00000250741	7.8549485	0.133848113	5.07E-05	2.09E-08				0.305	0.304	0.043	-0.2						
ENSG00000186335	11.9209686199999	-0.256170132	1.41E-06	7.01E-10	0.088	0.002296212	-0.574074074	0.044	-0.046	-0.004	-0.167	-136.398	-56.76	-21.164	-48.388	-20.373	
ENSG00000169508	38.49165713	0.757602902	0.025545632	0.24862277291183	0.667999999999999	0.022282583		-0.017	-0.369	0.095	-0.317	-55.583	-30.67	-10.441	-6.152	-7.644	0
ENSG00000127951	73.92325764	-0.081734518	0.094997676	7.91E-06	0.440999999999999	0.011238071		-0.006	-0.106	-0.063	0.115	-55.703	-50.533	-13.346	-16.257	-11.267	1
ENSG00000197919	35.7749533199999	2.544726855	0.711485384	0.87035971870228		0.229722504		0.692	-0.482	0.641	0.076						
ENSG00000141994	80.3023914199999	2.077376547	2.45E-09	8.47E-11	0.242	0.010246122	-0.465631929	0.013	0.26	-0.02	-0.101	-62.636	-57.624	-15.719	-49.575	1.985	
ENSG00000106331	8.05975544	-1.021018501	0.003370356	0.070048910305303	0.826	0.014993161	-1	0.105	1.263	-0.066	0.246	-119.714	-77.709	8.92	-48.968	-11.083	1
ENSG00000170370	61.33967833	3.022702731	0.941755033	0.980834094205613		0.302894341	-0.597560976	-0.092	0.046	-0.36	-0.169	-97.109	-53.142	-29.503	-45.28	-18.476	1
ENSG00000182362	52.70766821	-0.067563056	7.26E-04			0.009709598	-0.503131946	1.278	0.451	0.425	-0.165	65.359	-21.462	4.051	-9.913	9.78	
ENSG00000135924	37.50978857	0.393878833	5.20E-06	0.299538515781002	0.182	0.004677989	-0.621513944	0.68	0.761	0.839	0.497	-124.492	-37.295	-5.605	-44.217	-10.171	
ENSG00000107789	87.20559002	1.392385019	0.454406267	0.695221483081493	0.586	0.04623715	-0.491763761	0.094	0.127	0.297	0.264	-82.177	-12.545	-6.104	-29.314	-21.885	0
ENSG00000187010	0.855370160000006	0.27914964	0.0060601	1.53E-05	0.062		-0.502109705	-0.102	-0.376	-0.031	-0.176	-16.484	-2.398	-10.612	-21.147	-2.419	0
ENSG00000169972	28.20914403	-0.635316998	6.59E-12	1.04E-08		0.001671214	-0.62254902	0.053	0.206	-0.009	0.041	-51.182	-53.333	-20.674	-32.633	-14.25	
ENSG00000136270	84.38648274	0.521341907	0.780939583	0.389367946553278	0.442999999999999	0.029382877	-0.426260704	1.041	0.719	0.666	1.138	-68.203	-49.013	5.802	6.904	-10.116	
ENSG00000255150	34.29913861	0.076179315	0.237610982	3.91E-07	0.237	0.097399034		-0.004	0.171	-0.257	-0.094	-59.222	-30.979	-28.799	-32.165	-18.615	
ENSG00000102024	86.53846154	2.513100563	0.987821983		0.9651	0.144002466	-0.467248131	-0.371	-0.472	-0.138	-0.012	-151.161	-87.546	-18.434	-25.971	-23.677	0
ENSG00000177688	17.29413891	-0.453043238	0.217538235	2.52E-04	0.278	0.044002693		-0.392	-0.298	-0.369	-0.48						
ENSG00000187908	0.114450939999997	-1.020811932	7.36E-32		0.001			-0.204	-0.079	-0.029	0.513	-55.01	-61.206	-14.084	-22.61	-15.974	1
ENSG00000112139	81.73604	3.346137933	0.995236957	0.999977297077172		0.090905382	-0.543973941	0.084	0.266	0.057	-0.054	-85.028	-50.003	-35.029	-55.567	-18.646	0
ENSG00000126215	24.7695921899999	0.099292199	6.32E-08	8.49E-08	0.328999999999999	0.00426777	-0.229651163	1.977	1.416	0.98	0.309	17.046	11.168	12.503	71.424	16.368	1
ENSG00000167646	12.49924703	1.444509299	3.22E-06	6.12E-05		0.006693368	-0.457142857	0.246	0.219	0.363	0.066	-41.504	-15.448	-5.141	-25.513	-6.332	
ENSG00000092009	7.82482982999999	-3.03114706	4.11E-08	4.21E-08	0.523			-0.123	-0.497	-0.244	-0.207	-1.996	-27.474	0.163	-35.109	-9.18	0
ENSG00000144724	94.584663574	0.338922536	0.004176573	0.001549404900864	0.583	0.028258888	-0.522461214	0.083	0.188	-0.353	0.022	-120.835	-63.196	-30.373	-11.655	-13.076	0
ENSG00000009709	69.34522017	1.729485004	0.6298293	0.979570834975602	0.99242	0.049741801	-0.462540717	0.341	0.427	0.248	0.561	-76.43	-16.085	-25.523	-46.028	-4.041	1
ENSG00000156219	39.58195289	-1.169117159	2.27E-08	3.65E-06	0.008	0.00314442	-0.498405951	-0.026	-0.418	0.126	-0.061	-43.866	-27.859	-5.82	-10.693	-3.237	
ENSG00000123219	22.8901873399999	-0.631165336	1.66E-08	1.75E-08	0.463999999999999	0.004338552		1.302	2.011	1.124	0.807	102.776	29.64	40.22	46.961	13.451	
ENSG00000165471	10.0475874899999	-0.513255703	7.42E-04	5.94E-06	0.575	5.99E-04	-0.5	-0.301	0.234	-0.08	0.354	-82.871	-42.522	-25.95	-43.962	-15.15	
ENSG00000130741	72.4852071	3.813164597	0.916323958		0.883	0.033000714	-0.105887723	1.752	3.167	3.271	2.468	46.15	-9.661	11.637	13.393	10.37	
ENSG00000171517	50.82826336	0.0091499	0.786363329	1.40E-04	0.508	0.235089291		-0.133	0.045	-0.022	-0.356	-56.91	-33.397	-33.838	-30.987	-22.203	0
ENSG00000148396	26.12493223	-2.042509911	0.687007221	0.999965704820279	0.001	0.008066973	-0.215909091	1.767	1.82	1.649	1.194	127.709	9.005	14.282	11.038	26.352	
ENSG00000117400	20.33612433	0.176027634	1.44E-06	5.95E-08	0.657	0.004967812	-0.537037037	0.047	0.962	0.14	0.074	-112.532	-88.064	-25.711	-49.314	-9.023	0
ENSG00000165678	68.128426	-0.552795647	0.129493358	5.77E-08	0.406	0.013791007	-0.466819222	0.116	0.433	0.119	-0.086	-54.509	-12.22	-10.849	-38.386	-15.63	
ENSG00000165832	52.59321728	0.598434902	5.24E-04	1.51E-09	0.196999999999999	0.001588837	-0.472540046	-0.278	-0.47	-0.332	-0.281	-110.596	-73.607	-31.07	-46.823	-20.43	
ENSG00000122728	9.54761761	-0.469196221	0.119270692	0.767116911543544	0.418	0.040354282		-0.112	0.397	0.177	0.434	-17.732	-51.293	-13.722	-11.159	-8.398	
ENSG00000187837	16.0713209999999				0.517		0	-0.577	0.164	-0.381	-0.047	8.589	-9.975	-3.559	-10.483	-5.758	0
ENSG00000126562	23.32991988	2.30520788	1.83E-13	3.30E-22	0.110999999999999	0.005585794	-0.578313253	0.43	0.237	0.502	0.315	-102.406	-17.588	-37.404	-15.084	-4.689	0
ENSG00000183709	13.3184747899999	0.631960449	1.95E-05			9.91E-04	0	-0.198	-0.171	-0.169	-0.292	-32.196	-11.098				
ENSG00000146834	90.349978917	4.98013508	0.996809252	0.999943330087308		0.369900266	-0.255	1.705	1.923	2.519	2.181	191.285	119.706	34.702	69.108	34.594	
ENSG00000204381	32.31130655	-0.591380059	2.18E-06	1.83E-11	0.113999999999999	0.011843737	-0.58	0.329	0.503	0.642	0.478	-28.962	-26.078	-23.898	-19.799	-14.205	
ENSG00000196800	33.21486657	0.628624797	0.016352158	0.169550077707586		0.003579175	-1	-0.33	-0.557	-0.13	-0.492	-41.374	-14.33	-19.214	-19.622	-11.795	
ENSG00000081307	62.4119029	0.337062621	0.745375692	0.193053371830103	0.582	0.029116732	-0.470588235	0.279	0.897	-0.169	0.256	-21.081	26.325	9.881	-17.584	-15.753	1
ENSG00000134318	82.07336907	4.245909828	0.99999999	0.99999999135178	0.683999999999999	0.11234222	-0.541720991	0.588	0.809	-0.054	0.072	-136.337	-81.98	-34.046	-42.088	-21.095	1
ENSG00000163359	2.80705982	-0.295083319	7.79E-11	9.67E-10	0.99628	0.013973794	-0.5	0.2	0.028	-0.251	-0.248	-104.732	-61.314	-18.221	-16.344	-14.772	
ENSG00000171456	77.61580628	0.083294649	1.37E-18	1.59E-19	0.045	0.006105636	-0.523698524	0.284	0.411	-0.143	0.109	-31.732	-25.007	-21.588	-51.141	-17.888	1
ENSG00000116793	67.51400518	-0.156834626	5.47E-18	2.90E-26	0.729	0.003355077		0.126	0.481	0.105	0.129	-119.544	-57.132	-20.434	-47.898	-14.162	0
ENSG00000186090	5.92133004	-0.022508312	2.59E-06	5.12E-05	0.695		-0.44	-0.272	-0.421	-0.082	-0.395	-84.168	-41.46	-30.798	-45.785	-7.881	
ENSG00000080618	65.6948376599999	1.191865649	2.81E-06	2.42E-08	0.134	0.004306609	-0.495049505	-0.131	-0.629	-0.182	-0.391	-79.848	-53.546	-33.256	-50.551	-19.582	1
ENSG00000172361	24.06481537	-1.026886449	1.60E-13	5.51E-13	0.119	0.00321224	-0.522033898	0.324	0.256	0.376	0.356	-75.688	-72.626	-27.097	-40.284	-14.324	
ENSG00000077549	70.71260767	2.880294979	0.592160351	0.80071728575015	0.713	0.050727763	-0.241721854	1.725	2.077	1.637	1.254	-13.699	-12.896	8.397	-42.901	-4.381	1
ENSG00000124198	98.831395699	2.904204457	0.999999938	0.99999994470782	0.605	0.090236546	-0.521237113	0.258	0.411	0.19	0.571	-30.017	2.237	-30.822	-20.497	-19.396	1
ENSG00000182158	48.00313234	-0.555784791	0.609225184	0.076442323374588	0.36	0.025011799	-0.504679626	-0.253	0.063	-0.389	-0.29	-131.815	-62.068	-26.794	-20.887	-14.416	1
ENSG00000130724	72.36311066	1.342832528	0.906239123	0.58676786644824	0.624	0.270472941	-0.290584416	2.136	2.993	2.468	2.004	224.656	105.938	98.058	125.872	45.076	
ENSG00000067208	13.93289561	-0.086973419	2.33E-06	8.04E-11	0.025	0.007804647	-0.494545455	0.198	0.308	0.015	0.345	-45.296	-41.633	-17.88	-17.999	-8.484	
ENSG00000101474	33.31727004	0.358822003	2.36E-07			0.007613802	-0.492248062	0.026	-0.166	0.075	-0.24	-70.42	-19.586	-14.578	-43.287	-12.966	
ENSG00000162592	3.91542678	-0.333064868	1.61E-19	1.92E-20	0.031	0.002049858	-0.54248366	1.734	1.916	1.346	1.203	-73.81	-75.264	-33.003	-36.071	-8.148	
ENSG00000136997	58.70128306						-0.454545455	2.877	2.884	2.157	2.051	213.612	71.833	78.611	103.396	30.816	1
ENSG00000174460	57.5443787	1.595427479	0.119948129		0.644	0.080456545	-0.485294118	-0.128	0.041	0.36	0.144	-100.665	-40.508	-21.521	-45.607	-17.636	
ENSG00000253313	31.6547196	-0.203597531	0.001219636	2.66E-04	0.204999999999999	0.00396181	-0.285714286	-0.2	0.367	0.121	0.377	-76.129	-44.922	-21.763	-38.89	-14.951	
ENSG00000124635	71.62821517	0.658170466	0.478842114	5.72E-06	0.471	0.143959383		0.335	0.445	0.341	0.021	-2.572	-0.89				
ENSG00000139572	6.24058791999999	-0.062443784	2.72E-07	1.63E-12	0.235	0.003569236	-0.625	0.242	0.955	0.401	0.775	-60.202	6.025	-11.636	-4.21	-20.427	0
ENSG00000205189	79.94096741	3.143993862	0.881586183	0.999624728937707	0.771	0.100981581	-0.510741139	0.949	-0.165	-0.585	-0.102	-100.335	-52.464	-14.563	-44.1	-1.886	
ENSG00000151135	41.19631348	1.05772789	0.20050487	0.001093331511301	0.571	0.030073372	-0.533231474	-0.216	0.335	-0.099	0.158	-7.881	-16.559	-5.382	-4.195	-0.562	
ENSG00000240505	8.01156557	-2.114686394	6.72E-13	6.83E-17	0.782	0.00227027	-0.547169811	-0.065	0.464	0.048	0.128	-42.996	9.797	-29.263	-27.695	-13.471	0
ENSG00000100426	85.88639239	2.605608649	0.989506768	0.99999982169453	0.9713	0.184369562	-0.569280344	0.031	0.758	0.552	0.394	-121.712	-67.67	-25.967	-37.708	-10.411	1
ENSG00000178358	7.36702608	-1.42424769	0.003089507	4.21E-09	0.175	0.003867514						-25.262	-7.819	-9.968	-28.197	-5.54	
ENSG00000101350	95.187036925	3.108544542	0.299149041	0.120880494142351	0.542	0.036758911	-0.494886144	0.613	0.824	0.192	0.524	-41.375	-31.808	-28.752	-50.299	-22.898	1
ENSG00000249459	7.19233780999999	1.863443168	0.003746029					0.545	0.4	1.572	0.811						
ENSG00000253958	65.89362087	0.159546347	2.47E-05	5.65E-05				-0.025	0.54	-0.364	-0.237	-54.825	-7.49	-20.011	20.432	-7.71	
ENSG00000116254	99.174748509	6.14206494	0.999999995	0.999999607828621	0.9856	0.139403565	-0.519774011	0.619	0.626	0.275	0.357	-35.697	-47.454	-24.684	-34.832	-17.944	0
ENSG00000131398	92.343834709	6.165453326	0.850943335	0.132550051337869		0.215088051	-0.529411765	0.124	0.707	0.168	0.814	-92.457	-63.402	-23.212	-45.032	-18.628	0
ENSG00000163659	85.86229745	0.754889556	0.99775209	0.999868565542222	0.65	0.089167043	-0.513513514	-0.164	-0.663	-0.026	-0.056	-2.502	5.62	4.074	95.506	-8.551	1
ENSG00000196475	27.0224685299999	-0.81977773	2.90E-08	3.76E-14	0.652	9.70E-04		-0.157	-0.418	0.052	-0.031	-28.23	-18.912	8.627	-18.869	-6.391	
ENSG00000144231	42.97933859	1.561872724	0.470737785	0.079792093873786	0.531	0.057611407	-0.07310705	1.538	2.856	2.15	2.36	89.3	16.847	46.888	52.235	18.162	
ENSG00000183337	99.408284024	1.063273371	0.999945621		0.9373	0.420401035	-0.495961479	0.654	0.631	-0.269	0.322	-113.551	-55.266	-35.094	-53.507	-9.609	1
ENSG00000101181	3.93349797999999	0.361868653	6.09E-04	3.75E-05		0.023761993	-0.387843705	2.326	2.672	2.002	1.18						
ENSG00000198873	66.86344196	2.525184372	0.984107718	0.998999515395819	0.759	0.075918742	-0.491624568	0.219	0.132	-0.172	0.13	-110.327	-88.764	-21.07	-20.303	-22.704	0
ENSG00000125571	18.99283176	-0.426999866	0.007836058	8.56E-04		7.08E-04	-0.4	-0.234	0.576	0.074	-0.125	-54.303	-25.069	-7.891	-5.653	-4.487	
ENSG00000182149	61.35774953	-1.776850712	0.023110672	9.65E-09		0.010870729	-0.480035891	0.156	0.136	0.237	0.258	-13.21	-7.269	-5.874	-6.601	-4.218	
ENSG00000171403	52.58116981	-0.904721066	0.001318731	5.43E-07	0.891	0.009348752		0.222	0.162	0.502	0.505	-73.899	-32.814	-11.751	-16.162	-6.229	0
ENSG00000173267	11.0475272599999	-0.157653017	0.382299481	0.204730721810208	0.846	0.048921097	-0.493846154	0.103	0.078	-0.17	-0.132	-72.407	0.457	-2.624	-5.746	-8.22	0
ENSG00000170075	80.7963375699999	-0.051090878	2.88E-07	4.99E-10	0.438999999999999	0.007612773	-0.272727273	-0.015	0.106	-0.119	-0.152	-80.698	-36.711	-21.336	-0.88	-3.699	0
ENSG00000163155	43.98530209	0.583952297	0.181950236	0.010338346524345	0.527	0.011991881	-0.500359454	0.28	0.105	0.45	0.348	-70.334	11.944	-21.888	-12.58	0.959	
ENSG00000178913	52.47876634	1.561282124	0.736629404	0.869542499242171	0.707	0.113731057	-0.467741935	1.108	1.396	1.258	1.087	6.432	-36.476	-9.168	1.336	3.087	1
ENSG00000158169	69.09824709	-1.151414605	5.88E-10	9.11E-12	0.049	0.008939895	-0.44015444	0.559	0.15	-0.173	-0.021	-54.911	-29.771	31.467	28.299	-1.307	0
ENSG00000101298	28.9078971099999	2.100604303	0.796091126	0.984994059250436	0.9884	0.100574489	-0.504545455	-0.324	-0.138	0.032	-0.01	-155.013	-68.713	-25.169	-42.067	-15.572	1
ENSG00000048140	65.41774592	0.419932699	1.32E-05	3.85E-06	0.411	0.006253476	-0.595588235	-0.048	0.182	-0.194	0.001	-91.636	-47.823	-39.927	-42.039	-16.842	
ENSG00000156150	66.12854647	0.556437621	0.208670052	0.005283426341556	0.85	0.038035657	-0.384615385	0.227	1.392	0.141	0.565	-100.241	-43.832	-36.59	-32.816	-9.182	1
ENSG00000131174	40.97633136	0.266881739	0.656619052			0.185804873	-0.31147541	0.705	1.091	1.154	1.116						
ENSG00000105894	57.24956328	1.174624765	0.289147235	0.224059523250918	0.504	0.023993189	-0.446808511	-0.18	0.143	-0.429	-0.272	-59.136	-0.855	-10.038	-10.198	-6.501	0
ENSG00000149021	40.9493404	-0.158531633	0.007661332	2.11E-05	0.313999999999999	0.014332436	-0.5	-0.095	0.552	0.084	-0.173	-5.919	-8.098	-5.988	2.217	-3.26	0
ENSG00000196724	17.3603999799999	-1.884163053	4.09E-21	4.68E-29	0.037		-0.764705882	-0.004	-0.45	-0.114	-0.163	-21.344	-37.412	-10.509	-11.828	-8.769	
ENSG00000187672	96.921872176	1.513963787	0.996856462	0.964298134990169	0.267	0.075141108	-0.50010421	0.043	0.017	-0.075	0.112	-157.584	-24.765	-31.805	-46.449	-16.252	0
ENSG00000124818	73.38112162	1.87912243	0.948752683	0.87645124947784	0.654	0.118404847	-0.447368421	-0.195	-0.35	-0.342	-0.289	-106.996	-52.822	-28	-51.359	-17.016	
ENSG00000101955	3.10650888	-1.64142826	0.008482621		0.118	0.024548681	-0.503875969	-0.015	-0.188	0.252	0.171	-120.751	-86.454	-33.832	-56.837	-19.24	0
LOC100996485	24.81778206							-0.082	-0.079	0.369	0.24						
ENSG00000100453	42.29865671	0.095347382	1.79E-06	7.04E-05	0.585	0.004921639		0.028	0.384	0.191	0.196	-75.805	-67.303	-26.89	-0.392	-17.7	0
ENSG00000177143	54.00277092	1.129550972	0.531422797	0.068885975344828	0.855	0.153126283		0.087	0.463	0.247	0.312	-82.976	-46.96	-26.508	-30.58	-15.544	
ENSG00000023909	64.67080296	0.945093105	0.414918212	0.34219356324252	0.586	0.046031389	-0.521256932	0.476	0.378	0.417	-0.291	-101.004	-1.213	-33.78	-38.406	-9.139	0
ENSG00000104808	5.96951991	-0.257639671	3.49E-06	1.94E-10	0.122		-0.49537037	-0.312	-0.133	-0.092	-0.267	-41.793	-52.192	-24.808	-31.33	-10.287	
ENSG00000196428	19.83013072	3.072673037	0.831881107		0.892	0.12123867	-0.298755187	0.192	-0.348	-0.24	0.343	-34.169	-63.576	-14.752	-15.776	-10.887	
ENSG00000185523	39.84097344	0.194128858	0.27160333	0.008631106497934	0.39		-0.5	-0.076	-0.388	-0.222	-0.283	6.038	4.659				
ENSG00000105246	40.56984519	-0.420280961	0.01959965	0.104527531251047	0.416	0.006750324	-0.546370968	0.328	0.929	-0.027	0.499	-21.972	-25.012	-5.499	2.652	-4.242	0
ENSG00000189186	26.18343195	0.597657233	0.575393469					-0.143	-0.1	-0.129	-0.247	-63.165	-47.032	-20.214	-32.346	-11.146	
ENSG00000162144	54.60514427	0.92737812	0.058731723			0.022658889	-0.497191011	0.375	0.741	1.106	1.21	-52.226	-47.682	-23.511	-49.35	-20.166	
ENSG00000160959	92.084814168	1.845167712	0.006652734	8.71E-08	0.406	0.020459228	-0.579207921	0.374	-0.219	0.013	0.004	-105.083	-19.89	-32.874	-36.533	-12.628	
ENSG00000124541	30.17890489	-0.132569695	9.22E-11	6.20E-09		0.004787662	-0.156716418	0.544	0.762	0.967	0.783	15.199	54.405	9.253	57.764	3.396	
ENSG00000158270	24.12505271	0.559106361	0.991466233	0.999783417451041	0.9647	0.147338054	-0.527131783	0.042	0.042	-0.29	-0.277	-119.477	-58.06	-30.951	-40.773	-12.999	
ENSG00000165119	87.68748871	4.435154031	0.999782389	0.999053202958244		0.352984554	-0.215208034	2.408	2.245	2.662	2.232	47.437	23.9	22.044	25.638	5.776	
ENSG00000180138	10.3608216399999	0.084073071	3.62E-04	8.23E-11	0.092	0.004137053	-1	0.206	0.13	0.244	0.004	-20.914	-11.084	-14.139	-8.411	-10.085	
ENSG00000137815	81.81434853	4.49438348	0.993637764	0.9999917382779	0.9297	0.144470431	-0.071115013	0.909	1.943	1.616	1.918	260.809	29.443	90.131	95.588	10.89	1
ENSG00000141040	85.89843985	1.646057337	0.608657331	0.197837333174313	0.463999999999999	0.07417832	-0.47826087	-0.129	0.131	-0.328	-0.25	-135.832	-55.233	-36.841	-33.258	-15.981	0
ENSG00000111049	85.92855852	0.057731653	0.001903405	0.003817515076208	0.633	0.012315129	-0.666666667	0.266	0.68	0.102	0.225	-91.531	-63.554	-23.085	-44.28	-8.159	1
ENSG00000151715	38.01578218	-0.345063527	8.87E-07	1.86E-05	0.253	0.006530017	-0.524714829	-0.356	-0.366	-0.207	-0.057	-133.592	-76.758	-32.371	-32.972	-18.51	
ENSG00000143149	24.0467441699999	-0.189975442	1.29E-05	6.42E-05	0.595	0.002985916	-0.502664298	-0.098	0.072	0.078	0.086	-91.231	-25.287	-19.057	-43.802	-19.332	0
ENSG00000162402	98.76513463	3.142301453	0.999999998	0.999999999999997		0.089715244	-0.4945391	0.323	-0.126	-0.048	-0.005	-128.913	-53.901	-29.63	-8.24	-16.346	0
ENSG00000133424	91.819769893	2.722036425	0.958481012	0.989971462452466	0.583	0.063213593	-0.505204082	0.028	0.338	0.035	0.213	-116.195	-63.809	-33.814	-26.72	-16.486	1
ENSG00000081154	50.79212096	1.063422875	0.87242341	0.851136279792509		0.267961748	-0.323366556	0.652	0.268	0.57	0.327						
ENSG00000126970	55.62130178	1.047314304	0.825852221		0.913	0.230429554	-0.472972973	-0.107	-0.689	0.063	-0.297	-119.776	-92.397	-28.964	-61.66	-23.047	
ENSG00000165269	0.397566409999996	5.79E-04	1.86E-09	0.001076679870967	0.773	0.002103806	-0.511494253	0.313	0.944	0.676	0.249	-29.476	-30.457	-8.797	-13.653	-2.744	0
ENSG00000125787	25.7454370199999	-0.644995796	2.29E-04	2.89E-08	0.049	0.003126078	-0.44486692	0.354	0.749	0.585	0.292	-58.975	-5.846	0.883	-11.674	-13.593	
ENSG00000140450	25.6550810199999	0.041435726	8.15E-04	0.001129798140654	0.283	0.009253519	-0.543478261	-0.27	-0.691	-0.28	-0.519	-105.806	-73.737	-32.413	-55.936	-21.568	
ENSG00000212933	52.35829167	-1.009418589	0.002790687	0.001119715718618	0.294	0.002958493		0.086	0.154	-0.328	-0.072	-37.521	-27.406	-17.198	-30.63	-7.168	
ENSG00000143740	11.9209686199999	-1.240827139	3.05E-04	0.002037565146893	0.396	0.008983095	-0.516129032	0.063	0.137	0.384	-0.281	-103.492	-44.762	-34.531	-53.747	-19.072	0
ENSG00000080007	73.19438588	1.225439864	6.82E-05	7.57E-06	0.174	0.008735293	-0.536585366	-0.019	0.225	0.178	0.824	-23.298	-46.912	-20.899	-56.689	-23.049	
ENSG00000198830	55.62917897	-0.301521718	0.796674559	0.467155398416996		0.204556557	-0.408934708	-0.169	0.85	0.892	0.537	-7.35	-0.073	-5.23	-6.884	1.61	
ENSG00000101049	60.57466418	0.421062565	2.93E-07	6.88E-07	0.05	0.007510505	-0.528089888	0.175	0.402	0.115	0.214	-110.659	-29.553	-17.453	-33.825	-17.442	
ENSG00000249884	68.73682308	0.133205925	0.036245866			0.031684659		1.067	0.729	0.835	-0.076						
ENSG00000011198	37.85916511	-0.096487751	3.45E-05	1.46E-07	0.531	0.012795645	-0.52854512	0.163	0.585	0.101	0.292	-80.737	-53.309	-39.553	-50.988	3.546	1
ENSG00000115297	49.96686947	3.454770182	0.140777838	0.082831337887043			-0.5	0.153	0.333	-0.207	0.362	-115.221	-26.907	-14.176	-43.763	-15.217	1
ENSG00000187068	32.24504548	-0.496170212	0.002390948	2.64E-07	0.560999999999999	0.011456156	-0.513432836	0.031	-0.312	0.17	-0.344	-63.676	-48.488	-24.114	-14.102	-18.011	
ENSG00000179841	34.0160231299999	0.218148699	0.84112954	0.814177951109199		0.27549837	-0.551075269	0.074	-0.039	-0.108	-0.304	-9.059	-14.239	-12.588	0.967	0.204	0
ENSG00000136682	25.48641648	2.791407693	0.967070796	0.96208933899126		0.241866053	-0.526896552	2.042	1.568	2.075	1.04						
ENSG00000065665	85.19968677	3.092200273	0.950042172	0.546747279352286	0.808	0.069210885	-0.548342541	0.717	1.788	0.366	0.722	-91.544	-37.578	-20.4	-28.507	-7.348	
ENSG00000141522	50.90657189	1.827419787	0.727995864	0.701234889520407	0.778	0.274123101	-0.573976915	0.12	-0.037	0.284	-0.05	-64.424	-7.086	-18.693	-49.749	-16.102	0
ENSG00000153395	50.37648334	-0.424419741	3.04E-09	4.52E-12	0.402	0.002045185	-0.518709677	0.106	-0.405	-0.373	-0.207	-116.406	-61.587	-26.719	-31.982	-24.8	
ENSG00000112218	74.98945847	-0.428270456	0.64635908	0.577208529494562	0.6	0.022406533	-0.486486486	-0.244	-0.222	-0.24	-0.101	-87.191	-54.812	-18.965	-16.308	-9.82	0
ENSG00000140368	1.59628938	-0.090921705	7.26E-04	0.034814940393288	0.205999999999999	0.003185715	-0.498098859	0.389	-0.289	-0.029	-0.128	-35.504	-19.97	-23.095	-8.072	-22.228	0
ENSG00000166986	70.09216312	0.784158868	2.74E-12	6.50E-22	0.037	0.010028087	-0.070974576	2.812	4.895	2.908	2.328	243.828	115.969	27.255	65.296	25.94	
